family_id	domain	name	issuer	object_type	grammar_class	regex_exactness	status	canonical_form	examples	aliases_variations	candidate_regex_python	normalization	required_context	semantic_validation	uniqueness_key_scope	privacy_class	edge_cases	source_ids	repository_ids	confidence
congress.law.public	legislative_congressional	Public law number	U.S. Congress / GPO	enacted law	formal	candidate	current	Pub. L. {Congress}-{law number}	Pub. L. 117-58 | Public Law 118–5 | P.L. 117-58		(?i)\b(?:Pub(?:lic)?\.?\s*(?:L(?:aw)?\.?)|P\.?\s*L\.?)\s*(?:No\.?\s*)?(?P<congress>\d{1,3})\s*[-–—]\s*(?P<number>\d+)\b	Normalize dash to ASCII hyphen and label to Pub. L.		Congress and law number must resolve in Congress.gov/GovInfo.	public + congress + law_number	public	OCR may turn en dash into minus/em dash; public and private law numbering are separate.	govinfo_laws | congress_help_bills	usgpo_bulk_data	high
congress.member.bioguide	legislative_congressional	Bioguide ID	Biographical Directory of the U.S. Congress	person/member	formal	candidate	current	One uppercase letter + six digits	A000360 | O000172		^[A-Z]\d{6}$	Uppercase.		Lookup in Bioguide; do not infer from name.	Bioguide namespace	public	A member can also have LIS, ICPSR, FEC, GovTrack, Wikidata and social IDs; use maintained crosswalks.	bioguide	congress_legislators	high
congress.member.lis	legislative_congressional	Senate LIS member ID	U.S. Senate Legislative Information System	senator	controlled	lookup	current	S + six digits (observed/current data model)	S000033 | S001181		^S\d{6}$	Uppercase.		Lookup in Congress-legislators/Senate data; not every historical member has one.	LIS namespace	public	Shape collides with other letter+6-digit IDs; Senate/member context required.	bioguide	congress_legislators	medium
congress.nomination	legislative_congressional	Presidential nomination number	President / U.S. Senate	nomination	formal	candidate	current	PN{number}[-partition]	PN1064 | PN230-1 | P.N. 78-4		(?i)\bP\.?\s*N\.?\s*(?P<number>\d+)(?:-(?P<partition>\d+))?\b	Remove periods/spaces; uppercase PN; preserve partition.		Pair with Congress and resolve in Congress.gov.	congress + PN number + partition	public	A base PN query can return all partitions; partitions can follow different confirmation paths; classified nominees may use a D+digits placeholder in nominee-name fields.	congress_help_nominations | congress_api	loc_congress_api	high
congress.number	legislative_congressional	Congress number	U.S. Congress	two-year Congress	formal	candidate	current	Ordinal/cardinal integer, normally 1–3 digits	118th Congress | Congress 119		(?i)\b(?:the\s+)?(?P<congress>\d{1,3})(?:st|nd|rd|th)?\s+Congress\b	Convert ordinal to integer.	Require the word Congress.	Check against Congress calendar/coverage.	congress	public	Congress numbers repeat nowhere, but dates must align.	congress_api	loc_congress_api	high
congress.report.human	legislative_congressional	Congressional committee/executive report citation	U.S. Congress	committee report	formal	candidate	current	{H.|S.|Ex.} Rept. {Congress}-{number}[, pt. N]	H. Rept. 118-123 | S. Rept. 117-45, pt. 2 | Ex. Rept. 116-5		(?i)\b(?P<kind>H|S|Ex)\.?\s*Rept\.?\s*(?:No\.?\s*)?(?P<congress>\d{1,3})\s*[-–—]\s*(?P<number>\d+)(?:\s*,?\s*(?:pt\.?|part)\s*(?P<part>\d+))?\b	Normalize report kind, dash, and part.		Map H→HRPT, S→SRPT, Ex→ERPT; resolve with Congress and part.	report_type + congress + number + part	public	Report parts may be separate granules/packages; Ex. Rept. is Senate executive business.	govinfo_reports | congress_api	loc_congress_api | usgpo_bulk_data	high
congress.senate_communication	legislative_congressional	Senate communication number	U.S. Senate	communication	controlled	candidate	current	{EC|POM|PM} number within Congress	EC 2561 | POM 12 | PM 5		(?i)\b(?P<type>EC|POM|PM)\s*(?:No\.?\s*)?(?P<number>\d+)\b	Uppercase type.	Senate communications context.	Require Senate context and Congress; validate type list.	Senate + congress + type + number	public	EC and PM overlap House codes; POM is Senate-specific.	congress_api	loc_congress_api	high
congress.senate_roll_call	legislative_congressional	Senate roll-call vote key	U.S. Senate	vote	compound	contextual	current	Congress + session + vote number	Vote No. 123, 1st Session, 118th Congress | 118-1-123		(?i)\b(?:Vote\s*(?:No\.?|Number)\s*)?(?P<vote>\d{1,4})\b	Store components separately.	Senate vote context.	Validate against Senate roll-call data.	Senate + congress + session + vote_number	public	Vote number restarts each session; human citations may include date rather than Congress.	congress_help_votes		high
congress.serial_set_number	legislative_congressional	Congressional Serial Set serial number	GPO / U.S. Congress	bound serial volume	formal	candidate	current	Integer serial assigned across House/Senate reports and documents	Serial Set 15845 | Serial No. 15845		(?i)\b(?:Congressional\s+)?Serial(?:\s+Set)?\s+(?:No\.?\s*)?(?P<number>\d{1,6})\b	Integer.	Require Serial Set or publication metadata.	Lookup serial-set metadata; distinguish hearing serial numbers.	Serial Set namespace	public	The word Serial is heavily ambiguous; individual publications also carry Congress/document numbers and sometimes multiple serial volumes.	govinfo_collections		high
congress.session	legislative_congressional	Congressional session number	U.S. Congress	session	formal	candidate	current	Usually 1 or 2 within a Congress	1st Session | 2d Sess.		(?i)\b(?P<session>[12])(?:st|nd|d)?\s+(?:Session|Sess\.?)\b	Normalize 1st→1 and 2d/2nd→2.	Congress or publication context.	Pair with Congress; special sessions/historical sources require lookup.	congress + session	public	A session number alone is never globally unique.	congress_api		high
congress.treaty_document	legislative_congressional	Treaty document citation	President / U.S. Senate	treaty document	formal	candidate	current	Treaty Doc. {CongressReceived}-{number}[part suffix]	Treaty Doc. 117-3 | Treaty Document 114-13A		(?i)\bTreaty\s+Doc(?:ument)?\.?\s*(?:No\.?\s*)?(?P<congress>\d{1,3})\s*[-–—]\s*(?P<number>\d+)(?P<suffix>[A-Z])?\b	Normalize label/dash; uppercase optional part suffix.		Use congressReceived, not necessarily congressConsidered; resolve converted pre-97 numbering through official conversion table.	congress_received + treaty_number + suffix	public	Treaties remain active across Congresses; pre-97 original numbers were converted; parts A/B/etc. are independently addressable.	congress_help_treaties | congress_api | govinfo_docs	loc_congress_api	high
congressional_record.page	legislative_congressional	Congressional Record page citation	GPO / U.S. Congress	page/segment	formal	candidate	current	[volume Cong. Rec.] section-letter + page	170 Cong. Rec. H1234 | S5678 | E123 | D45		(?i)(?:\b(?P<volume>\d{1,3})\s+Cong\.?\s*Rec\.?\s+)?\b(?P<section>[HSED])(?P<page>\d{1,6})(?:\s*[-–—]\s*(?P<end>\d{1,6}))?\b	Uppercase section letter; preserve volume/date separately.	Require Cong. Rec. label or known Record document.	Require Congressional Record context; validate volume/date/page.	record edition/volume/date + section + page	public	H=House, S=Senate, E=Extensions of Remarks, D=Daily Digest. Page numbers can restart by edition/section and OCR often merges the letter.	govinfo_crec		high
gao.bid_protest_number	legislative_congressional	GAO legal/bid-protest B-number	Government Accountability Office	legal decision/protest	formal	candidate	current	B-{5 or 6 digits}[.supplement]	B-422681.5 | B-415714 | B-123456.2		(?i)\bB-(?P<number>\d{5,6})(?:\.(?P<supplement>\d+))?\b	Uppercase B.		Lookup in GAO legal decisions.	GAO B-number namespace	public	A decision may list several related B-numbers separated by commas; dotted suffix identifies related/supplemental matters.	gao_legal		high
gao.report_number	legislative_congressional	GAO report/product number	Government Accountability Office	report/testimony	formal	broad	current	GAO-{2-digit fiscal/publication year}-{serial}[letter suffix]	GAO-22-105659 | GAO-12-30 | GAO-03-123R		(?i)\bGAO-(?P<year>\d{2})-(?P<serial>\d{1,6})(?P<suffix>[A-Z]{0,3})\b	Uppercase GAO and suffix.		Lookup in GAO reports; year and serial length vary.	GAO product namespace	public	Historical Comptroller General reports and predecessor agency publications use other series; suffixes such as R occur.	gao_reports		high
govinfo.bills.package	legislative_congressional	GovInfo Congressional Bills package ID	GPO	publication package	compound	candidate	current	BILLS-{Congress}{billType}{number}{versionCode}	BILLS-118hr1ih | BILLS-117s2938enr		(?i)^BILLS-(?P<congress>\d{1,3})(?P<type>hr|s|hjres|sjres|hconres|sconres|hres|sres)(?P<number>\d+)(?P<version>[a-z]{2,6})$	Uppercase BILLS prefix; lowercase embedded type/version as GovInfo emits.		Validate bill type/version against controlled lists and dereference package endpoint.	GovInfo package ID	public	No separators between components after BILLS-; parsing requires longest-known type/code matching.	govinfo_bills | govinfo_api	usgpo_bulk_data | usgpo_bill_status	high
govinfo.cdoc.package	legislative_congressional	GovInfo Congressional Documents package ID	GPO	publication package	compound	candidate	current	CDOC-{Congress}{hdoc|sdoc|tdoc}{number}	CDOC-118hdoc1 | CDOC-117sdoc3 | CDOC-117tdoc3		(?i)^CDOC-(?P<congress>\d{1,3})(?P<type>hdoc|sdoc|tdoc)(?P<number>\d+)(?P<suffix>[A-Za-z]?)$	Uppercase CDOC prefix; lowercase type; uppercase treaty part suffix if present.		Dereference package.	GovInfo package ID	public	Treaty parts and publication suffixes may appear; human treaty identity follows congressReceived.	govinfo_docs | govinfo_api	usgpo_bulk_data	high
govinfo.chrg.package	legislative_congressional	GovInfo Congressional Hearing package ID	GPO	publication package	compound	candidate	current	CHRG-{Congress}{hhrg|shrg|jhrg}{jacket ID}[suffix]	CHRG-118hhrg55123 | CHRG-117shrg45123-pt2		(?i)^CHRG-(?P<congress>\d{1,3})(?P<type>hhrg|shrg|jhrg)(?P<id>\d+)(?P<suffix>(?:-pt\d+|-vol\d+|-ERRATA\d*)*)$	Uppercase CHRG prefix; lowercase document type.		Dereference package and validate jacket ID/suffix.	GovInfo package ID	public	Parts, volumes and errata are separate publication variants; jacket IDs can have leading zeros.	govinfo_hearings | govinfo_api	usgpo_bulk_data	high
govinfo.cprt.package	legislative_congressional	GovInfo Committee Print package ID	GPO	publication package	compound	broad	current	CPRT-{Congress}{HPRT|SPRT|JPRT|WPRT}{jacket/print ID}	CPRT-118HPRT55123 | CPRT-117SPRT45123 | CPRT-116JPRT40111		(?i)^CPRT-(?P<congress>\d{1,3})(?P<type>HPRT|SPRT|JPRT|WPRT)(?P<id>[A-Z0-9-]+)$	Uppercase document type and prefix.		Dereference package; suffix grammar is collection metadata, not universally numeric.	GovInfo package ID	public	The tail may be a jacket ID or print number; WPRT and historical forms need lookup.	govinfo_prints | govinfo_api	usgpo_bulk_data	high
govinfo.crec.granule	legislative_congressional	Daily Congressional Record granule ID	GPO	page granule	platform	candidate	current	CREC-{date}-pt{part}-Pg{H|S|E|D}{page}[-sequence]	CREC-2024-03-05-pt1-PgH789-2		^CREC-(?P<date>\d{4}-\d{2}-\d{2})-pt(?P<part>\d+)-Pg(?P<section>[HSED])(?P<page>\d+)(?:-(?P<seq>\d+))?$	Preserve exact case for Pg token as emitted.		Dereference GovInfo granule.	GovInfo granule ID	public	Sequence suffix disambiguates multiple granules beginning on the same page; it is not a printed pin cite.	govinfo_crec | govinfo_api	usgpo_bulk_data	high
govinfo.crec.package	legislative_congressional	Daily Congressional Record package ID	GPO	daily issue package	platform	candidate	current	CREC-YYYY-MM-DD	CREC-2024-03-05		^CREC-(?P<date>\d{4}-\d{2}-\d{2})$	ISO date.		Validate calendar date and GovInfo issue existence.	GovInfo package ID	public	No issue on every calendar day; package date is publication date, not necessarily legislative day.	govinfo_crec | govinfo_api	usgpo_bulk_data	high
govinfo.crecb.package	legislative_congressional	Bound Congressional Record package ID	GPO	bound part package	platform	candidate	current	CRECB-{year}-pt{part}	CRECB-2022-pt1		^CRECB-(?P<year>\d{4})-pt(?P<part>\d+)$	Uppercase prefix.		Dereference package.	GovInfo package ID	public	Bound-edition pagination differs from daily edition; do not equate CREC page IDs with CRECB.	govinfo_crecb | govinfo_api	usgpo_bulk_data	high
govinfo.cri.package	legislative_congressional	Congressional Record Index package ID	GPO	annual index	platform	candidate	current	CRI-{year}	CRI-2024		^CRI-(?P<year>\d{4})$	Uppercase prefix.		Dereference package.	GovInfo package ID	public	Index references include page plus date abbreviations such as S1234 [19JA]; those are locators, not separate globally unique IDs.	govinfo_cri	usgpo_bulk_data	high
govinfo.crpt.package	legislative_congressional	GovInfo Congressional Reports package ID	GPO	publication package	compound	candidate	current	CRPT-{Congress}{hrpt|srpt|erpt}{number}[suffix]	CRPT-118hrpt123 | CRPT-117srpt45-pt2 | CRPT-116erpt5		(?i)^CRPT-(?P<congress>\d{1,3})(?P<type>hrpt|srpt|erpt)(?P<number>\d+)(?P<suffix>(?:-pt\d+|-vol\d+|-ERRATA\d*)*)$	Canonicalize type lowercase; preserve suffix order/case as source.		Dereference package and verify metadata.	GovInfo package ID	public	Parts, volumes and errata suffixes may coexist; not every human report citation exposes the suffix.	govinfo_reports | govinfo_api	usgpo_bulk_data | loc_congress_api	high
govinfo.generic.package_id	legislative_congressional	GovInfo package ID (generic family)	GPO	publication package	platform	broad	current	Collection-specific package ID	FR-2024-03-05 | CFR-2024-title7-vol1 | USCOURTS-ca1-23-1234		^[A-Z][A-Z0-9]*-[A-Za-z0-9._-]+$	Do not globally change case; each collection has its own canonicalization.	GovInfo URL/API/metadata context.	Call /packages/{packageId}/summary and validate collection.	GovInfo package namespace	public	This is only a routing candidate. It deliberately overmatches and must never be treated as a universal semantic validator.	govinfo_api		high
govinfo.granule_id	legislative_congressional	GovInfo granule ID (generic family)	GPO	publication subunit	platform	broad	current	Package ID plus collection-specific granule suffix	CREC-2024-03-05-pt1-PgH789 | USCOURTS-ca1-23-1234-0		^[A-Z][A-Z0-9]*-[A-Za-z0-9._-]+$	Preserve raw case and punctuation.	GovInfo endpoint or metadata.	Validate only through /packages/{packageId}/granules or granule summary endpoint.	GovInfo package + granule namespace	public	Same lexical shape as package IDs; package/granule distinction is metadata, not reliably regex-detectable.	govinfo_api		high
govinfo.plaw.package	legislative_congressional	GovInfo Public/Private Law package ID	GPO	publication package	compound	candidate	current	PLAW-{Congress}{publ|pvtl}{number}	PLAW-117publ58 | PLAW-86pvtl407		(?i)^PLAW-(?P<congress>\d{1,3})(?P<class>publ|pvtl)-?(?P<number>\d+)$	Canonical modern form has no separator before number; retain observed legacy raw form.		Dereference package; ensure class agrees with metadata.	GovInfo package ID	public	Some legacy private-law packages exhibit a hyphen before the number; accept but do not generate it.	govinfo_laws | govinfo_api	usgpo_bulk_data	high
govinfo.serialset.package	legislative_congressional	GovInfo Congressional Serial Set package ID	GPO	serial volume package	platform	candidate	current	SERIALSET-{full serial number}	SERIALSET-15845		^SERIALSET-(?P<number>\d{1,6})$	Uppercase prefix.		Dereference package.	GovInfo package ID	public	Individual documents inside serial volumes have more complex IDs; use GovInfo metadata rather than slicing strings.	govinfo_collections | govinfo_api	usgpo_bulk_data	high
govinfo.statute.package	legislative_congressional	GovInfo Statutes at Large package ID	GPO	volume package	platform	candidate	current	STATUTE-{volume}	STATUTE-117 | STATUTE-120		^STATUTE-(?P<volume>\d{1,3})$	Uppercase prefix.		Dereference GovInfo package.	GovInfo package ID	public	Granules identify pages/acts separately; package is a whole volume.	govinfo_statute | govinfo_api	usgpo_bulk_data	high
govinfo.uscode.granule	legislative_congressional	GovInfo U.S. Code granule ID	GPO	code hierarchy node	platform	heuristic	current	Package ID + hierarchy tokens	USCODE-2023-title5-partI-chap5-subchapII-sec552		(?i)^USCODE-\d{4}-title\d{1,2}[A-Za-z]?(?:-(?:subtitle|part|subpart|chap|subchap|sec|subsec|par|subpar)[A-Za-z0-9.-]+)+(?:-dup\d+)?$	Preserve hierarchy tokens; lowercase collection tokens as emitted.		Dereference granule; do not infer hierarchy solely from string.	GovInfo granule ID	public	Duplicate-anchor suffixes such as -dup2 occur; hierarchy grammar changes by title/document edition.	govinfo_uscode	usgpo_bulk_data | usgpo_uslm	high
govinfo.uscode.package	legislative_congressional	GovInfo U.S. Code title package ID	GPO	publication package	compound	candidate	current	USCODE-{edition year}-title{title}	USCODE-2023-title5 | USCODE-2023-title42		(?i)^USCODE-(?P<year>\d{4})-title(?P<title>\d{1,2}[A-Za-z]?)$	Uppercase USCODE prefix; lowercase title token.		Dereference package and validate edition/title.	GovInfo package ID	public	Edition year is part of identity; title-level package is not a section ID.	govinfo_uscode | govinfo_api	usgpo_bulk_data | usgpo_uslm	high
gpo.sudoc	legislative_congressional	Superintendent of Documents classification number	GPO	federal publication class	controlled	heuristic	current	Agency-author symbol + class stem + colon/item	Y 4.J 89/1:118-10 | C 3.186:P-60/280 | AE 2.106:		(?i)\b[A-Z]{1,4}\s+\d+(?:\.[A-Z0-9]+)?(?:\s*/\s*[A-Z0-9.-]+)*(?::[A-Z0-9./-]*)?\b	Preserve spaces, punctuation and case; normalize only with SuDoc authority data.	Publication catalog/classification context.	Validate against GPO SuDoc class stems/current and historical schedules.	SuDoc classification namespace	public	Highly punctuation-sensitive; agency reorganizations create superseded stems; broad regex collides with ordinary section references.	sudoc | govinfo_collections		medium
legal.statutes_at_large.citation	legislative_congressional	Statutes at Large citation	GPO / Office of the Federal Register	page citation	formal	candidate	current	{volume} Stat. {page or page range}	117 Stat. 123 | 120 Stat. 1257–1260		(?i)\b(?P<volume>\d{1,3})\s+Stat\.?\s+(?P<page>\d+)(?:\s*[-–—]\s*(?P<end_page>\d+))?\b	Normalize Stat. and dash; preserve pin/range.		Check volume/page exists in Statutes at Large; citation may point to a provision rather than a whole law.	volume + page	public	One public law can span many pages; page citations are not enactment identifiers.	govinfo_statute		high
legal.us_code.citation	legislative_congressional	United States Code citation	Office of the Law Revision Counsel / GPO	codified law provision	formal	candidate	current	{title} U.S.C. § {section}{subsections}	5 U.S.C. § 552 | 42 USC 1983 | 26 U.S.C. §§ 501–509 | 28 U.S.C. 1332(a)(1)		(?i)\b(?P<title>\d{1,2})\s+U\.?\s*S\.?\s*C\.?(?:\s*(?:§{1,2}|secs?\.?))?\s*(?P<section>\d+[A-Za-z0-9.-]*)(?P<subs>(?:\([A-Za-z0-9ivxIVX-]+\))*)	Normalize reporter to U.S.C.; normalize section symbol but preserve subsection sequence.	Legal citation context strongly recommended.	Validate title/section against edition/current code; distinguish positive-law title, uncodified note, appendix, repealed/reserved sections.	code edition/date + title + section + subsection	public	Ranges, lists, 'et seq.', Appendix, notes, historical editions and subsection typography require parser logic beyond regex.	govinfo_uscode | uslm	usgpo_uslm | eyecite	high
accounting.ussgl_account	procurement_assistance_fiscal	U.S. Standard General Ledger account number	Department of the Treasury	ledger account	controlled	lookup	current	Six digits in USSGL chart of accounts	101000 | 610000		^\d{6}$	Preserve leading zeros.	USSGL/accounting field.	Lookup fiscal-year USSGL chart and account attributes.	fiscal year + USSGL account	public	Account definitions/validity can change by fiscal year; not a transaction or entity identifier.	treasury_tas		medium
assistance.cfda_number_legacy	procurement_assistance_fiscal	CFDA number (legacy name for Assistance Listing)	GSA / OMB	assistance program	formal	candidate	legacy_name	Two digits + dot + three digits	93.778 | 10.001		\b\d{2}\.\d{3}\b	Preserve leading zeros.		Lookup Assistance Listings and label as legacy terminology.	Assistance Listings namespace	public	The identifier persisted while the catalog was renamed; new alphanumeric program suffixes mean 'CFDA regex' is no longer complete.	assistance_listing		high
assistance.fain	procurement_assistance_fiscal	Federal Award Identification Number (FAIN)	Federal awarding agency	grant/cooperative agreement/assistance award	delegated	none	current	Agency-assigned alphanumeric award ID	90AC1234 | 1NU58DP007123-01 | ABC-2024-001			Preserve exactly; uppercase only if issuer specifies.	FAIN/federal assistance award field.	Validate in agency/USAspending award data and pair with awarding agency.	awarding agency + FAIN	public	There is no government-wide lexical grammar; award numbers can encode program, fiscal year, continuation/supplement and amendment information.	fain | usaspending_api		high
assistance.listing_number	procurement_assistance_fiscal	Assistance Listing number	GSA / federal program agency	assistance program	controlled	lookup	current	Two digits, dot, three alphanumeric characters	93.778 | 31.A1A		\b(?P<agency>\d{2})\.(?P<program>[A-Z0-9]{3})\b	Uppercase suffix; preserve leading zero.		Lookup current/historical Assistance Listing; track effective dates and predecessor CFDA record.	Assistance Listings namespace	public	Historically the suffix was numeric (CFDA). Alphanumeric suffixes are valid under the 2025 modernization, so numeric-only validators are now stale.	assistance_listing		high
classification.naics	procurement_assistance_fiscal	North American Industry Classification System code	OMB / Census Bureau	industry classification	controlled	lookup	current	2–6 digits; official U.S. industry codes are six digits, shorter forms are hierarchy levels	541511 | 31 | 5415		\b\d{2,6}\b	Preserve leading zeros; store edition year.	NAICS/industry field.	Lookup in the applicable NAICS edition and level.	edition + NAICS code	public	A six-digit code without edition can change meaning over time; generic numeric collision is severe.	naics		high
classification.psc	procurement_assistance_fiscal	Product and Service Code (PSC/FSC)	GSA / DLA	procurement product/service classification	controlled	lookup	current	Four alphanumeric characters	D302 | R499 | 6515		^[A-Z0-9]{4}$	Uppercase.	PSC/FSC field.	Lookup current PSC manual and active dates.	PSC edition + code	public	Numeric material codes align with Federal Supply Classes; alphabetic service/R&D conventions differ. Generic four-character collision is extreme.	psc		high
classification.soc	procurement_assistance_fiscal	Standard Occupational Classification code	OMB / Bureau of Labor Statistics	occupation classification	controlled	lookup	current	Two digits, hyphen, four digits	15-1252 | 29-0000		\b\d{2}-\d{4}\b	Preserve hyphen.	SOC/occupation field.	Lookup edition and aggregation/detail level.	edition + SOC code	public	Broad/major/minor/detailed occupation codes share shape; codes change between SOC revisions.	soc		high
entity.cage	procurement_assistance_fiscal	Commercial and Government Entity (CAGE) code	Defense Logistics Agency	U.S. entity/facility	formal	lookup	current	Five alphanumeric characters	1ABC2 | 54X10		\b[A-Z0-9]{5}\b	Uppercase.	Require CAGE label, SAM/contract context, or registry lookup.	Lookup in DLA CAGE Search & Inquiry.	CAGE namespace	public	Very high collision rate in prose; not every five-character token is CAGE. A company may have multiple CAGE codes for locations.	cage		high
entity.dodaac_aac	procurement_assistance_fiscal	DoDAAC / Federal Activity Address Code (AAC)	Defense Logistics Agency / federal agencies	activity/addressable organization	controlled	lookup	current	Six alphanumeric characters	W91QF0 | 47QTCA | 123456		\b[A-Z0-9]{6}\b	Uppercase.	Require DoDAAC/AAC/activity-address context.	Lookup in DoDAAD/Federal AAC data; distinguish active/deleted records.	DoDAAD/AAC namespace	public	All-numeric AACs and agency-defined prefixes occur; six-character shape collides broadly. DoDAAC and civilian AAC share the address-code ecosystem.	dodaac | far_piid		high
entity.duns	procurement_assistance_fiscal	D‑U‑N‑S number	Dun & Bradstreet (formerly used government-wide)	entity	formal	candidate	legacy	Nine digits	123456789 | 12-345-6789		\b\d{2}-?\d{3}-?\d{4}\b	Remove separators; left-pad only if verified by source.	Require DUNS label/legacy award field.	Validate through legacy award/entity data or D&B; no longer the federal entity identifier.	D&B DUNS namespace	public	Nine digits collide with SSNs, EINs without separators and many agency numbers; retain as legacy alias, not UEI.	sam_uei		high
entity.duns_plus4	procurement_assistance_fiscal	DUNS+4	Federal procurement legacy systems / D&B	entity payment subaccount	formal	candidate	legacy	DUNS + four-digit suffix	1234567890001 | 123456789-0001		\b\d{9}-?\d{4}\b	Remove optional separator; split 9+4.	Legacy SAM/CCR/payment context.	Validate base DUNS and system context.	base DUNS + four-digit suffix	public	The +4 suffix was user-assigned for electronic funds transfer and was not a separate legal entity identifier.	sam_uei		high
entity.ncage	procurement_assistance_fiscal	NATO Commercial and Government Entity (NCAGE) code	NATO codification authorities / DLA interface	non-U.S. entity/facility	formal	lookup	current	Five alphanumeric characters	A123B | U1ABC		\b[A-Z0-9]{5}\b	Uppercase.	Require NCAGE/non-U.S. supplier context.	Lookup in NCAGE/CAGE registry and confirm country.	NCAGE namespace	public	Lexically identical to CAGE; issuer/country metadata distinguishes them.	cage		high
entity.uei	procurement_assistance_fiscal	Unique Entity Identifier (SAM)	U.S. General Services Administration / SAM.gov	registered entity	formal	candidate	current	12 uppercase alphanumeric characters	JGSDF12A3B45 | F8V2N0A7X9K4		\b[A-Z0-9]{12}\b	Uppercase; remove spaces only when source labels UEI.	Require UEI/SAM/entity context.	Lookup SAM entity registration; syntax does not prove issuance.	SAM UEI namespace	public	Random-looking and collides with other 12-character codes; UEI replaced DUNS for federal awards in April 2022.	sam_uei		high
grants.opportunity_id	procurement_assistance_fiscal	Grants.gov Opportunity ID	Grants.gov	funding opportunity record	platform	contextual	current	Internal Grants.gov identifier, up to platform limits	345678 | OPP123456		(?i)\b[A-Z0-9]{1,20}\b	Preserve platform value.	Grants.gov OpportunityID field.	Validate through Grants.gov API/record.	Grants.gov platform namespace	public	Generic shape; must come from OpportunityID field. Do not confuse with Opportunity Number.	grants_api		high
grants.opportunity_number	procurement_assistance_fiscal	Grants.gov funding opportunity number	Issuing agency / Grants.gov	funding opportunity	delegated	none	current	Agency-assigned string, up to Grants.gov field limits	HHS-2024-ACF-OCS-EE-0001 | EPA-OAR-OTAQ-24-01			Preserve exact raw and a case-folded search alias.	Funding opportunity number label.	Validate against Grants.gov and issuing agency.	issuing agency + opportunity number	public	No universal grammar; can include fiscal year, office, program and competition sequence; may be reused only under agency rules.	grants_api		high
procurement.award_number_generic	procurement_assistance_fiscal	Agency grant/contract award number (generic open class)	Federal awarding agencies	award	delegated	none	current	Issuer-defined	DE-FOA-0001234 | FA8650-24-C-1234 | 90AC1234			Preserve raw plus issuer and program context.	Explicit award/agreement/contract/grant label.	Resolve in agency system/USAspending/SAM; classify as PIID or FAIN where possible.	issuing agency + raw award number	public	No single federal award-number regex covers procurement and assistance; many apparent formats are program-local.	fain | far_piid | usaspending_api		high
procurement.modification_number	procurement_assistance_fiscal	Contract modification number	Federal contracting agency	award modification	delegated	contextual	current	Agency/system-defined short code	P00001 | A00002 | 0001		(?i)\b(?:[AP]\d{5}|\d{4,6})\b	Uppercase; preserve zero padding.	Modification field or explicit label.	Pair with PIID and verify in source award system.	PIID + modification number	public	Not globally unique; conventions distinguish unilateral/bilateral/admin actions inconsistently by system.	far_piid | fpds		high
procurement.piid	procurement_assistance_fiscal	Procurement Instrument Identifier (PIID)	Federal contracting agency	contract/order/agreement	compound	broad	current	13–17 alphanumeric characters; common structure AAC + FY + instrument code + serial	47QTCA24F0001 | W912HQ-24-C-0001 | 140D0424C0001		(?i)\b[A-Z0-9]{6}[- ]?[A-Z0-9]{2}[- ]?[A-Z][- ]?[A-Z0-9]{4,8}\b	Remove display separators and uppercase; retain raw.	Contract/award/PIID context.	Apply FAR/agency structure rules, validate AAC, fiscal-year positions, instrument code and source system.	issuing agency + PIID	public	DoD commonly requires exactly 13 characters and excludes I/O in some positions; civilian agencies may use 13–17. Human display often inserts hyphens not present in canonical PIID.	far_piid | fpds		high
procurement.piid_supplementary	procurement_assistance_fiscal	Supplementary PIID / order identifier	Federal contracting agency	order/call under instrument	delegated	none	current	Base PIID plus agency-defined supplementary identifier	47QTCA24A0001-47QTCA24F0001			Store base and supplementary components separately.	Structured award data.	Validate under FAR 4.1602 and agency implementation.	parent PIID + supplementary/order PIID	public	Length/placement varies; a delivery/task order may itself have a standalone PIID and a parent IDV PIID.	far_piid | fpds		high
procurement.solicitation_number	procurement_assistance_fiscal	Solicitation number	Federal contracting agency	solicitation	delegated	none	current	Agency-assigned, up to system limits	47QRAA24R0001 | W912HQ-24-R-0001 | NOAA-NMFS-FHQ-2024-001			Preserve raw; optionally store dehyphenated alias.	Solicitation/notice context.	Validate in SAM/agency procurement system.	issuing agency + solicitation number	public	No universal grammar; may resemble PIID but can contain more separators/text and can be amended without changing base solicitation.	sam_opportunities		high
sam.opportunity_id	procurement_assistance_fiscal	SAM.gov internal opportunity ID	SAM.gov	contract opportunity record	platform	contextual	current	32 hexadecimal characters	0123456789abcdef0123456789abcdef		\b[0-9a-fA-F]{32}\b	Lowercase for internal storage if API does.	SAM.gov opportunityId field/URL only.	Validate via SAM opportunity API.	SAM opportunity platform namespace	public	Generic 128-bit hex shape; only accept from SAM URL/JSON field. It is distinct from solicitation_number.	sam_opportunities		high
treasury.agency_identifier	procurement_assistance_fiscal	Treasury Agency Identifier (AID)	Department of the Treasury	federal reporting entity/account component	controlled	lookup	current	Three digits	020 | 089 | 097		^\d{3}$	Preserve leading zeros.	Structured Treasury/TAS field.	Lookup Treasury agency identifier list and effective dates.	Treasury code list	public	Three digits are meaningless without field context; allocation-transfer agency ID is a separate component using the same code list.	treasury_tas		high
